Subject,Label
27999,bezoeken
25503,devaluatie
26194,luchtschepen
26329,moorden
28720,rijbewijzen
26552,poppentheater
26794,spreekkoren
27441,zeeën
28451,hutten
26833,sterrenwachten
28193,gemeenten
26160,lepelaars
25501,detectors
29690,raceauto's
25722,garnalen
26732,slavernij
29583,gehandicaptenvoorzieningen
25069,buurthuizen
26486,passiespelen
27508,bankwezen
28310,geldverkeer
28641,polo
28647,aftredingen
28640,pantservoertuigen
27018,vormgeving
25616,emigratie
30038,kogelslingeren
27207,veevoeder
28538,collecties
30042,luchtalarm
29697,gehandicaptensport
26671,schilders
27414,wonderen
27098,oorlogen
26759,soja
28412,voeten
27371,welzijnswerk
26024,kabinetsformaties
26415,omscholing
27168,loterijen
236734,zonnebanken
29893,justitie
25398,asperges
28095,slachterijen
28330,geschut
25283,binnenvaartschepen
26075,kledingindustrie
278037,
26232,maskers
25459,couveuses
28945,padden
26038,kanoën
26120,kunstorganen
28414,ogen
28926,langlaufen
25017,boekhandel
25533,distributiebedrijven
29730,marinebases
27794,meubilair
29812,Europese eenwording
25323,advocaten
26153,leerlingwezen
26950,touwslagerijen
26850,straatverlichting
27238,verpakkingsindustrie
25596,effectenbeurzen
25825,gymnasia
27812,volleybal
26076,klei
29727,vechtpartijen
27189,koffie
27978,bagage
26099,kopieën
25158,ouders
26799,sprookjes
29152,autokeuringen
25557,draken
27730,vrijwilligers
26937,timmermannen
30024,kunstgras
30047,tegels
26681,schoenenindustrie
27486,zwaartekracht
25370,apartheid
237196,tweedehands goederen
25678,feestartikelen
26683,schoenmakers
26421,ongediertebestrijding
26302,mime
28159,theater
27634,straattheater
25952,ijsspeedway
26914,telescopen
28285,graanproducten
26690,schoonheidsverzorging
25340,alcohol
27228,verkeersborden
27852,worstelen
26800,squash
29779,dorpsbeelden
27860,windenergie
28638,lingerie
29203,lange mensen
26454,orgelbouwers
25599,egyptologie
25223,rozen
25629,erfenissen
25015,boekbinders
25900,hoogspanningsmasten
25067,busstations
26247,media
29685,hoogspringen
26362,narcissen
26717,simulators
26692,schoonmaakbedrijven
29522,olieverontreiniging
28533,circussen
26789,sportleraren
25109,chauffeurs
27917,stuwmeren
28554,expedities
25429,ballen
27500,amateursport
26885,tachografen
28583,fonteinen
26431,ontvoeringen
26617,rederijen
27338,walvisvangst
25324,aerodynamica
29273,kunstdiefstal
27772,maneges
27132,pleinen
24977,biggen
29007,parlevinkers
27306,voorbehoedmiddelen
28913,watersporten
29855,regeringsverklaringen
25724,gebaren
26819,statistiek
28072,waterkrachtcentrales
25327,afgravingen
26430,ontsnappingen
24918,bavianen
28365,jachtvliegtuigen
26061,keurmerken
25814,grind
28239,fascisme
28430,plantkunde
